source,target,from,to
101024,101024,en,ja
101025,101025,en,ja
101026,101026,en,ja
101027,101027,en,ja
101028,101028,en,ja
101029,101029,en,ja
10103,10103,en,ja
101030,101030,en,ja
101031,101031,en,ja
101032,101032,en,ja
101033,101033,en,ja
101034,101034,en,ja
101035,101035,en,ja
101036,101036,en,ja
101037,101037,en,ja
101038,101038,en,ja
101039,101039,en,ja
10104,10104,en,ja
101040,101040,en,ja
101041,101041,en,ja
101042,101042,en,ja
101043,101043,en,ja
101044,101044,en,ja
101045,101045,en,ja
101046,101046,en,ja
101047,101047,en,ja
101048,101048,en,ja
101049,101049,en,ja
10105,10105,en,ja
101050,101050,en,ja
101051,101051,en,ja
101052,101052,en,ja
101053,101053,en,ja
101054,101054,en,ja
101055,101055,en,ja
101056,101056,en,ja
101057,101057,en,ja
101058,101058,en,ja
101059,101059,en,ja
10106,10106,en,ja
101060,101060,en,ja
101061,101061,en,ja
101062,101062,en,ja
101063,101063,en,ja
101064,101064,en,ja
101065,101065,en,ja
101066,101066,en,ja
101067,101067,en,ja
101068,101068,en,ja
101069,101069,en,ja
10107,10107,en,ja
101070,101070,en,ja
101071,101071,en,ja
101072,101072,en,ja
101073,101073,en,ja
101074,101074,en,ja
101075,101075,en,ja
101076,101076,en,ja
101077,101077,en,ja
101078,101078,en,ja
101079,101079,en,ja
10108,10108,en,ja
101080,101080,en,ja
101081,101081,en,ja
101082,101082,en,ja
101083,101083,en,ja
101084,101084,en,ja
101085,101085,en,ja
101086,101086,en,ja
101087,101087,en,ja
101088,101088,en,ja
101089,101089,en,ja
10109,10109,en,ja
101090,101090,en,ja
101091,101091,en,ja
101092,101092,en,ja
101093,101093,en,ja
101094,101094,en,ja
101095,101095,en,ja
101096,101096,en,ja
101097,101097,en,ja
101098,101098,en,ja
101099,101099,en,ja
1011,1011,en,ja
10110,10110,en,ja
101100,101100,en,ja
101101,101101,en,ja
101102,101102,en,ja
101103,101103,en,ja
101104,101104,en,ja
101105,101105,en,ja
101106,101106,en,ja
101107,101107,en,ja
101108,101108,en,ja
101109,101109,en,ja
10111,10111,en,ja
101110,101110,en,ja
101111,101111,en,ja
101112,101112,en,ja
101113,101113,en,ja
101114,101114,en,ja
101115,101115,en,ja
101116,101116,en,ja
101117,101117,en,ja
101118,101118,en,ja
101119,101119,en,ja
10112,10112,en,ja
101120,101120,en,ja
101121,101121,en,ja
101122,101122,en,ja
101123,101123,en,ja
101124,101124,en,ja
101125,101125,en,ja
101126,101126,en,ja
101127,101127,en,ja
101128,101128,en,ja
101129,101129,en,ja
10113,10113,en,ja
101130,101130,en,ja
101131,101131,en,ja
101132,101132,en,ja
101133,101133,en,ja
101134,101134,en,ja
101135,101135,en,ja
101136,101136,en,ja
101137,101137,en,ja
101138,101138,en,ja
101139,101139,en,ja
10114,10114,en,ja
101140,101140,en,ja
101141,101141,en,ja
101142,101142,en,ja
101143,101143,en,ja
101144,101144,en,ja
101145,101145,en,ja
101146,101146,en,ja
101147,101147,en,ja
101148,101148,en,ja
101149,101149,en,ja
10115,10115,en,ja
101150,101150,en,ja
101151,101151,en,ja
101152,101152,en,ja
101153,101153,en,ja
101154,101154,en,ja
101155,101155,en,ja
101156,101156,en,ja
101157,101157,en,ja
101158,101158,en,ja
101159,101159,en,ja
10116,10116,en,ja
101160,101160,en,ja
101161,101161,en,ja
101162,101162,en,ja
101163,101163,en,ja
101164,101164,en,ja
101165,101165,en,ja
101166,101166,en,ja
101167,101167,en,ja
101168,101168,en,ja
101169,101169,en,ja
10117,10117,en,ja
101170,101170,en,ja
101171,101171,en,ja
101172,101172,en,ja
101173,101173,en,ja
101174,101174,en,ja
101175,101175,en,ja
101176,101176,en,ja
101177,101177,en,ja
101178,101178,en,ja
101179,101179,en,ja
10118,10118,en,ja
101180,101180,en,ja
101181,101181,en,ja
101182,101182,en,ja
101183,101183,en,ja
101184,101184,en,ja
101185,101185,en,ja
101186,101186,en,ja
101187,101187,en,ja
101188,101188,en,ja
101189,101189,en,ja
10119,10119,en,ja
101190,101190,en,ja
101191,101191,en,ja
101192,101192,en,ja
101193,101193,en,ja
101194,101194,en,ja
101195,101195,en,ja
101196,101196,en,ja
101197,101197,en,ja
101198,101198,en,ja
101199,101199,en,ja
1012,1012,en,ja
10120,10120,en,ja
101200,101200,en,ja
101201,101201,en,ja
101202,101202,en,ja
101203,101203,en,ja
101204,101204,en,ja
101205,101205,en,ja
101206,101206,en,ja
101207,101207,en,ja
101208,101208,en,ja
101209,101209,en,ja
10121,10121,en,ja
101210,101210,en,ja
101211,101211,en,ja
101212,101212,en,ja
101213,101213,en,ja
101214,101214,en,ja
101215,101215,en,ja
101216,101216,en,ja
101217,101217,en,ja
101218,101218,en,ja
101219,101219,en,ja
10122,10122,en,ja
101220,101220,en,ja
101221,101221,en,ja
101222,101222,en,ja
101223,101223,en,ja
101224,101224,en,ja
101225,101225,en,ja
101226,101226,en,ja
101227,101227,en,ja
101228,101228,en,ja
101229,101229,en,ja
10123,10123,en,ja
101230,101230,en,ja
101231,101231,en,ja
101232,101232,en,ja
101233,101233,en,ja
101234,101234,en,ja
101235,101235,en,ja
101236,101236,en,ja
101237,101237,en,ja
101238,101238,en,ja
101239,101239,en,ja
10124,10124,en,ja
101240,101240,en,ja
101241,101241,en,ja
101242,101242,en,ja
101243,101243,en,ja
101244,101244,en,ja
101245,101245,en,ja
101246,101246,en,ja
101247,101247,en,ja
101248,101248,en,ja
101249,101249,en,ja
10125,10125,en,ja
101250,101250,en,ja
101251,101251,en,ja
101252,101252,en,ja
101253,101253,en,ja
101254,101254,en,ja
101255,101255,en,ja
101256,101256,en,ja
101257,101257,en,ja
101258,101258,en,ja
101259,101259,en,ja
10126,10126,en,ja
101260,101260,en,ja
101261,101261,en,ja
101262,101262,en,ja
101263,101263,en,ja
101264,101264,en,ja
101265,101265,en,ja
101266,101266,en,ja
101267,101267,en,ja
101268,101268,en,ja
101269,101269,en,ja
10127,10127,en,ja
101270,101270,en,ja
101271,101271,en,ja
101272,101272,en,ja
101273,101273,en,ja
101274,101274,en,ja
101275,101275,en,ja
101276,101276,en,ja
101277,101277,en,ja
101278,101278,en,ja
101279,101279,en,ja
10128,10128,en,ja
101280,101280,en,ja
101281,101281,en,ja
101282,101282,en,ja
101283,101283,en,ja
101284,101284,en,ja
101285,101285,en,ja
101286,101286,en,ja
101287,101287,en,ja
101288,101288,en,ja
101289,101289,en,ja
10129,10129,en,ja
101290,101290,en,ja
101291,101291,en,ja
101292,101292,en,ja
101293,101293,en,ja
101294,101294,en,ja
101295,101295,en,ja
101296,101296,en,ja
101297,101297,en,ja
101298,101298,en,ja
101299,101299,en,ja
1013,1013,en,ja
10130,10130,en,ja
101300,101300,en,ja
101301,101301,en,ja
101302,101302,en,ja
101303,101303,en,ja
101304,101304,en,ja
101305,101305,en,ja
101306,101306,en,ja
101307,101307,en,ja
101308,101308,en,ja
101309,101309,en,ja
10131,10131,en,ja
101310,101310,en,ja
101311,101311,en,ja
101312,101312,en,ja
101313,101313,en,ja
101314,101314,en,ja
101315,101315,en,ja
101316,101316,en,ja
101317,101317,en,ja
101318,101318,en,ja
101319,101319,en,ja
10132,10132,en,ja
101320,101320,en,ja
101321,101321,en,ja
101322,101322,en,ja
101323,101323,en,ja
101324,101324,en,ja
101325,101325,en,ja
101326,101326,en,ja
101327,101327,en,ja
101328,101328,en,ja
101329,101329,en,ja
10133,10133,en,ja
101330,101330,en,ja
101331,101331,en,ja
101332,101332,en,ja
101333,101333,en,ja
101334,101334,en,ja
101335,101335,en,ja
101336,101336,en,ja
101337,101337,en,ja
101338,101338,en,ja
101339,101339,en,ja
10134,10134,en,ja
101340,101340,en,ja
101341,101341,en,ja
101342,101342,en,ja
101343,101343,en,ja
101344,101344,en,ja
101345,101345,en,ja
101346,101346,en,ja
101347,101347,en,ja
101348,101348,en,ja
101349,101349,en,ja
10135,10135,en,ja
101350,101350,en,ja
101351,101351,en,ja
101352,101352,en,ja
101353,101353,en,ja
101354,101354,en,ja
101355,101355,en,ja
101356,101356,en,ja
101357,101357,en,ja
101358,101358,en,ja
101359,101359,en,ja
10136,10136,en,ja
101360,101360,en,ja
101361,101361,en,ja
101362,101362,en,ja
101363,101363,en,ja
101364,101364,en,ja
101365,101365,en,ja
101366,101366,en,ja
101367,101367,en,ja
101368,101368,en,ja
101369,101369,en,ja
10137,10137,en,ja
101370,101370,en,ja
101371,101371,en,ja
101372,101372,en,ja
101373,101373,en,ja
101374,101374,en,ja
101375,101375,en,ja
101376,101376,en,ja
101377,101377,en,ja
101378,101378,en,ja
101379,101379,en,ja
10138,10138,en,ja
101380,101380,en,ja
101381,101381,en,ja
101382,101382,en,ja
101383,101383,en,ja
101384,101384,en,ja
101385,101385,en,ja
101386,101386,en,ja
101387,101387,en,ja
101388,101388,en,ja
101389,101389,en,ja
10139,10139,en,ja
101390,101390,en,ja
101391,101391,en,ja
101392,101392,en,ja
101393,101393,en,ja
101394,101394,en,ja
101395,101395,en,ja
101396,101396,en,ja
101397,101397,en,ja
101398,101398,en,ja
101399,101399,en,ja
1014,1014,en,ja
10140,10140,en,ja
101400,101400,en,ja
101401,101401,en,ja
101402,101402,en,ja
101403,101403,en,ja
101404,101404,en,ja
101405,101405,en,ja
101406,101406,en,ja
101407,101407,en,ja
101408,101408,en,ja
101409,101409,en,ja
10141,10141,en,ja
101410,101410,en,ja
101411,101411,en,ja
101412,101412,en,ja
101413,101413,en,ja
101414,101414,en,ja
101415,101415,en,ja
101416,101416,en,ja
101417,101417,en,ja
101418,101418,en,ja
101419,101419,en,ja
10142,10142,en,ja
101420,101420,en,ja
101421,101421,en,ja
101422,101422,en,ja
101423,101423,en,ja
101424,101424,en,ja
101425,101425,en,ja
101426,101426,en,ja
101427,101427,en,ja
101428,101428,en,ja
101429,101429,en,ja
10143,10143,en,ja
101430,101430,en,ja
101431,101431,en,ja
101432,101432,en,ja
101433,101433,en,ja
101434,101434,en,ja
101435,101435,en,ja
101436,101436,en,ja
101437,101437,en,ja
101438,101438,en,ja
101439,101439,en,ja
10144,10144,en,ja
101440,101440,en,ja
101441,101441,en,ja
101442,101442,en,ja
101443,101443,en,ja
101444,101444,en,ja
101445,101445,en,ja
101446,101446,en,ja
101447,101447,en,ja
101448,101448,en,ja
101449,101449,en,ja
10145,10145,en,ja
101450,101450,en,ja
101451,101451,en,ja
101452,101452,en,ja
101453,101453,en,ja
101454,101454,en,ja
101455,101455,en,ja
101456,101456,en,ja
101457,101457,en,ja
101458,101458,en,ja
101459,101459,en,ja
10146,10146,en,ja
101460,101460,en,ja
101461,101461,en,ja
101462,101462,en,ja
101463,101463,en,ja
101464,101464,en,ja
101465,101465,en,ja
101466,101466,en,ja
101467,101467,en,ja
101468,101468,en,ja
101469,101469,en,ja
10147,10147,en,ja
101470,101470,en,ja
101471,101471,en,ja
101472,101472,en,ja
101473,101473,en,ja
101474,101474,en,ja
101475,101475,en,ja
101476,101476,en,ja
101477,101477,en,ja
101478,101478,en,ja
101479,101479,en,ja
10148,10148,en,ja
101480,101480,en,ja
101481,101481,en,ja
101482,101482,en,ja
101483,101483,en,ja
101484,101484,en,ja
101485,101485,en,ja
101486,101486,en,ja
101487,101487,en,ja
101488,101488,en,ja
101489,101489,en,ja
10149,10149,en,ja
101490,101490,en,ja
101491,101491,en,ja
101492,101492,en,ja
101493,101493,en,ja
101494,101494,en,ja
101495,101495,en,ja
101496,101496,en,ja
101497,101497,en,ja
101498,101498,en,ja
101499,101499,en,ja
1015,1015,en,ja
10150,10150,en,ja
101500,101500,en,ja
101501,101501,en,ja
101502,101502,en,ja
101503,101503,en,ja
101504,101504,en,ja
101505,101505,en,ja
101506,101506,en,ja
101507,101507,en,ja
101508,101508,en,ja
101509,101509,en,ja
10151,10151,en,ja
101510,101510,en,ja
101511,101511,en,ja
101512,101512,en,ja
101513,101513,en,ja
101514,101514,en,ja
101515,101515,en,ja
101516,101516,en,ja
101517,101517,en,ja
101518,101518,en,ja
101519,101519,en,ja
10152,10152,en,ja
101520,101520,en,ja
101521,101521,en,ja
101522,101522,en,ja
101523,101523,en,ja
101524,101524,en,ja
101525,101525,en,ja
101526,101526,en,ja
101527,101527,en,ja
101528,101528,en,ja
101529,101529,en,ja
10153,10153,en,ja
101530,101530,en,ja
101531,101531,en,ja
101532,101532,en,ja
101533,101533,en,ja
101534,101534,en,ja
101535,101535,en,ja
101536,101536,en,ja
101537,101537,en,ja
101538,101538,en,ja
101539,101539,en,ja
10154,10154,en,ja
101540,101540,en,ja
101541,101541,en,ja
101542,101542,en,ja
101543,101543,en,ja
101544,101544,en,ja
101545,101545,en,ja
101546,101546,en,ja
101547,101547,en,ja
101548,101548,en,ja
101549,101549,en,ja
10155,10155,en,ja
101550,101550,en,ja
101551,101551,en,ja
101552,101552,en,ja
101553,101553,en,ja
101554,101554,en,ja
101555,101555,en,ja
101556,101556,en,ja
101557,101557,en,ja
101558,101558,en,ja
101559,101559,en,ja
10156,10156,en,ja
101560,101560,en,ja
101561,101561,en,ja
101562,101562,en,ja
101563,101563,en,ja
101564,101564,en,ja
101565,101565,en,ja
101566,101566,en,ja
101567,101567,en,ja
101568,101568,en,ja
101569,101569,en,ja
10157,10157,en,ja
101570,101570,en,ja
101571,101571,en,ja
101572,101572,en,ja
101573,101573,en,ja
101574,101574,en,ja
101575,101575,en,ja
101576,101576,en,ja
101577,101577,en,ja
101578,101578,en,ja
101579,101579,en,ja
10158,10158,en,ja
101580,101580,en,ja
101581,101581,en,ja
101582,101582,en,ja
101583,101583,en,ja
101584,101584,en,ja
101585,101585,en,ja
101586,101586,en,ja
101587,101587,en,ja
101588,101588,en,ja
101589,101589,en,ja
10159,10159,en,ja
101590,101590,en,ja
101591,101591,en,ja
101592,101592,en,ja
101593,101593,en,ja
101594,101594,en,ja
101595,101595,en,ja
101596,101596,en,ja
101597,101597,en,ja
101598,101598,en,ja
101599,101599,en,ja
1016,1016,en,ja
10160,10160,en,ja
101600,101600,en,ja
101601,101601,en,ja
101602,101602,en,ja
101603,101603,en,ja
101604,101604,en,ja
101605,101605,en,ja
101606,101606,en,ja
101607,101607,en,ja
101608,101608,en,ja
101609,101609,en,ja
10161,10161,en,ja
101610,101610,en,ja
101611,101611,en,ja
101612,101612,en,ja
101613,101613,en,ja
101614,101614,en,ja
101615,101615,en,ja
101616,101616,en,ja
101617,101617,en,ja
101618,101618,en,ja
101619,101619,en,ja
10162,10162,en,ja
101620,101620,en,ja
101621,101621,en,ja
101622,101622,en,ja
101623,101623,en,ja
101624,101624,en,ja
101625,101625,en,ja
101626,101626,en,ja
101627,101627,en,ja
101628,101628,en,ja
101629,101629,en,ja
10163,10163,en,ja
101630,101630,en,ja
101631,101631,en,ja
101632,101632,en,ja
101633,101633,en,ja
101634,101634,en,ja
101635,101635,en,ja
101636,101636,en,ja
101637,101637,en,ja
101638,101638,en,ja
101639,101639,en,ja
10164,10164,en,ja
101640,101640,en,ja
101641,101641,en,ja
101642,101642,en,ja
101643,101643,en,ja
101644,101644,en,ja
101645,101645,en,ja
101646,101646,en,ja
101647,101647,en,ja
101648,101648,en,ja
101649,101649,en,ja
10165,10165,en,ja
101650,101650,en,ja
101651,101651,en,ja
101652,101652,en,ja
101653,101653,en,ja
101654,101654,en,ja
101655,101655,en,ja
101656,101656,en,ja
101657,101657,en,ja
101658,101658,en,ja
101659,101659,en,ja
10166,10166,en,ja
101660,101660,en,ja
101661,101661,en,ja
101662,101662,en,ja
101663,101663,en,ja
101664,101664,en,ja
101665,101665,en,ja
101666,101666,en,ja
101667,101667,en,ja
101668,101668,en,ja
101669,101669,en,ja
10167,10167,en,ja
101670,101670,en,ja
101671,101671,en,ja
101672,101672,en,ja
101673,101673,en,ja
101674,101674,en,ja
101675,101675,en,ja
101676,101676,en,ja
101677,101677,en,ja
101678,101678,en,ja
101679,101679,en,ja
10168,10168,en,ja
101680,101680,en,ja
101681,101681,en,ja
101682,101682,en,ja
101683,101683,en,ja
101684,101684,en,ja
101685,101685,en,ja
101686,101686,en,ja
101687,101687,en,ja
101688,101688,en,ja
101689,101689,en,ja
10169,10169,en,ja
101690,101690,en,ja
101691,101691,en,ja
101692,101692,en,ja
101693,101693,en,ja
101694,101694,en,ja
101695,101695,en,ja
101696,101696,en,ja
101697,101697,en,ja
101698,101698,en,ja
101699,101699,en,ja
1017,1017,en,ja
10170,10170,en,ja
101700,101700,en,ja
101701,101701,en,ja
101702,101702,en,ja
101703,101703,en,ja
101704,101704,en,ja
101705,101705,en,ja
101706,101706,en,ja
101707,101707,en,ja
101708,101708,en,ja
101709,101709,en,ja
10171,10171,en,ja
101710,101710,en,ja
101711,101711,en,ja
101712,101712,en,ja
101713,101713,en,ja
101714,101714,en,ja
101715,101715,en,ja
101716,101716,en,ja
101717,101717,en,ja
101718,101718,en,ja
101719,101719,en,ja
10172,10172,en,ja
101720,101720,en,ja
101721,101721,en,ja
101722,101722,en,ja
101723,101723,en,ja
101724,101724,en,ja
101725,101725,en,ja
101726,101726,en,ja
101727,101727,en,ja
101728,101728,en,ja
101729,101729,en,ja
10173,10173,en,ja
101730,101730,en,ja
101731,101731,en,ja
101732,101732,en,ja
101733,101733,en,ja
101734,101734,en,ja
101735,101735,en,ja
101736,101736,en,ja
101737,101737,en,ja
101738,101738,en,ja
101739,101739,en,ja
10174,10174,en,ja
101740,101740,en,ja
101741,101741,en,ja
101742,101742,en,ja
101743,101743,en,ja
101744,101744,en,ja
101745,101745,en,ja
101746,101746,en,ja
101747,101747,en,ja
101748,101748,en,ja
101749,101749,en,ja
10175,10175,en,ja
101750,101750,en,ja
101751,101751,en,ja
101752,101752,en,ja
101753,101753,en,ja
101754,101754,en,ja
101755,101755,en,ja
101756,101756,en,ja
101757,101757,en,ja
101758,101758,en,ja
101759,101759,en,ja
10176,10176,en,ja
101760,101760,en,ja
101761,101761,en,ja
101762,101762,en,ja
101763,101763,en,ja
101764,101764,en,ja
101765,101765,en,ja
101766,101766,en,ja
101767,101767,en,ja
101768,101768,en,ja
101769,101769,en,ja
10177,10177,en,ja
101770,101770,en,ja
101771,101771,en,ja
101772,101772,en,ja
101773,101773,en,ja
101774,101774,en,ja
101775,101775,en,ja
101776,101776,en,ja
101777,101777,en,ja
101778,101778,en,ja
101779,101779,en,ja
10178,10178,en,ja
101780,101780,en,ja
101781,101781,en,ja
101782,101782,en,ja
101783,101783,en,ja
101784,101784,en,ja
101785,101785,en,ja
101786,101786,en,ja
101787,101787,en,ja
101788,101788,en,ja
101789,101789,en,ja
10179,10179,en,ja
101790,101790,en,ja
101791,101791,en,ja
101792,101792,en,ja
101793,101793,en,ja
101794,101794,en,ja
101795,101795,en,ja
101796,101796,en,ja
101797,101797,en,ja
101798,101798,en,ja
101799,101799,en,ja
1018,1018,en,ja
10180,10180,en,ja
101800,101800,en,ja
101801,101801,en,ja
101802,101802,en,ja
101803,101803,en,ja
101804,101804,en,ja
101805,101805,en,ja
101806,101806,en,ja
101807,101807,en,ja
101808,101808,en,ja
101809,101809,en,ja
10181,10181,en,ja
101810,101810,en,ja
101811,101811,en,ja
101812,101812,en,ja
101813,101813,en,ja
101814,101814,en,ja
101815,101815,en,ja
101816,101816,en,ja
101817,101817,en,ja
101818,101818,en,ja
101819,101819,en,ja
10182,10182,en,ja
101820,101820,en,ja
101821,101821,en,ja
101822,101822,en,ja
101823,101823,en,ja
101824,101824,en,ja
101825,101825,en,ja
101826,101826,en,ja
101827,101827,en,ja
101828,101828,en,ja
101829,101829,en,ja
10183,10183,en,ja
101830,101830,en,ja
101831,101831,en,ja
101832,101832,en,ja
101833,101833,en,ja
101834,101834,en,ja
101835,101835,en,ja
101836,101836,en,ja
101837,101837,en,ja
101838,101838,en,ja
101839,101839,en,ja
10184,10184,en,ja
101840,101840,en,ja
101841,101841,en,ja
101842,101842,en,ja
101843,101843,en,ja
101844,101844,en,ja
101845,101845,en,ja
101846,101846,en,ja
